,PS_COMEDOR-ID1-anho,PS_COMEDOR-HHID-identificacion_cuestionario_del_hogar,PS_COMEDOR-HVIDX-numero_de_orden_en_el_hogar,PS_COMEDOR-QHCLUSTER-conglomerado,PS_COMEDOR-QHNUMBER-vivienda_seleccionada,PS_COMEDOR-QHHOME-hogar_seleccionado,PS_COMEDOR-PS104_1A-hace_cuanto_tiempo_es_beneficiario:_anhos,PS_COMEDOR-PS104_1M-hace_cuanto_tiempo_es_beneficiario:_meses,PS_COMEDOR-PS104_1S-alguien_mas_es_beneficiario,PS_COMEDOR-PS5-numero_de_orden,PS_COMEDOR-PS104_1A-hace_cuanto_tiempo_es_beneficiario:_anhos_LABEL,PS_COMEDOR-PS104_1M-hace_cuanto_tiempo_es_beneficiario:_meses_LABEL,PS_COMEDOR-PS104_1S-alguien_mas_es_beneficiario_LABEL
835,2019,212900401,2,2129,4,1,1,0,2,1,1,0,No
836,2019,212902001,4,2129,20,1,0,11,2,1,0,11,No
837,2019,212906201,2,2129,62,1,1,0,2,1,1,0,No
838,2019,212906301,2,2129,63,1,3,11,2,1,3,11,No
839,2019,212906701,2,2129,67,1,0,11,2,1,0,11,No
840,2019,212908601,2,2129,86,1,0,11,2,1,0,11,No
841,2019,213101501,2,2131,15,1,15,0,2,1,15,0,No
842,2019,213101601,1,2131,16,1,10,0,2,1,10,0,No
843,2019,213101801,2,2131,18,1,19,0,2,1,19,0,No
844,2019,213202601,2,2132,26,1,3,0,2,1,3,0,No
845,2019,213300501,1,2133,5,1,19,11,2,1,19,11,No
846,2019,213401501,2,2134,15,1,0,8,2,1,0,8,No
847,2019,213401701,2,2134,17,1,18,98,2,1,18,No sabe,No
848,2019,213401901,2,2134,19,1,8,98,2,1,8,No sabe,No
849,2019,213402001,2,2134,20,1,15,98,2,1,15,No sabe,No
850,2019,219001001,1,2190,10,1,5,0,1,1,5,0,Si
851,2019,219001001,2,2190,10,1,10,0,1,2,10,0,Si
852,2019,219001001,3,2190,10,1,10,0,1,3,10,0,Si
853,2019,219001001,4,2190,10,1,7,0,2,4,7,0,No
854,2019,220807001,2,2208,70,1,0,3,2,1,0,3,No
855,2019,220810601,1,2208,106,1,0,8,2,1,0,8,No
856,2019,228411101,1,2284,111,1,0,3,2,1,0,3,No
857,2019,230209901,2,2302,99,1,3,0,2,1,3,0,No
858,2019,230411601,2,2304,116,1,3,7,2,1,3,7,No
859,2019,230411701,3,2304,117,1,4,0,2,1,4,0,No
860,2019,230411801,2,2304,118,1,4,6,2,1,4,6,No
861,2019,230800201,2,2308,2,1,7,0,2,1,7,0,No
862,2019,230800301,2,2308,3,1,5,6,2,1,5,6,No
863,2019,230800401,1,2308,4,1,1,0,1,1,1,0,Si
864,2019,230800401,2,2308,4,1,1,0,2,2,1,0,No
865,2019,231304901,1,2313,49,1,15,0,2,1,15,0,No
866,2019,235408801,1,2354,88,1,0,2,2,1,0,2,No
867,2019,235409401,2,2354,94,1,0,3,2,1,0,3,No
868,2019,235507301,1,2355,73,1,10,0,1,1,10,0,Si
869,2019,235507301,2,2355,73,1,10,0,1,2,10,0,Si
870,2019,235507301,4,2355,73,1,10,0,1,3,10,0,Si
871,2019,235507301,5,2355,73,1,4,0,2,4,4,0,No
872,2019,236103001,1,2361,30,1,1,0,1,1,1,0,Si
873,2019,236103001,2,2361,30,1,1,0,1,2,1,0,Si
874,2019,236103001,3,2361,30,1,1,0,2,3,1,0,No
875,2019,236104701,4,2361,47,1,6,0,2,1,6,0,No
876,2019,236604701,2,2366,47,1,0,6,2,1,0,6,No
877,2019,236609401,2,2366,94,1,10,0,2,1,10,0,No
878,2019,236900701,2,2369,7,1,2,0,2,1,2,0,No
879,2019,236903601,1,2369,36,1,6,0,1,1,6,0,Si
880,2019,236903601,2,2369,36,1,7,0,1,2,7,0,Si
881,2019,236903601,3,2369,36,1,5,0,2,3,5,0,No
882,2019,242705301,2,2427,53,1,15,11,2,1,15,11,No
883,2019,242817001,3,2428,170,1,2,0,1,1,2,0,Si
884,2019,242817001,4,2428,170,1,1,0,2,2,1,0,No
885,2019,242817201,3,2428,172,1,3,0,1,1,3,0,Si
886,2019,242817201,4,2428,172,1,3,0,2,2,3,0,No
887,2019,242902501,4,2429,25,1,5,0,1,1,5,0,Si
888,2019,242902501,5,2429,25,1,0,10,2,2,0,10,No
889,2019,247916301,1,2479,163,1,2,10,2,1,2,10,No
890,2019,249208901,2,2492,89,1,3,10,2,1,3,10,No
891,2019,250008201,10,2500,82,1,1,6,1,1,1,6,Si
892,2019,250008201,11,2500,82,1,1,6,2,2,1,6,No
893,2019,250807501,1,2508,75,1,0,2,1,1,0,2,Si
894,2019,250807501,2,2508,75,1,0,2,1,2,0,2,Si
895,2019,250807501,3,2508,75,1,0,2,1,3,0,2,Si
896,2019,250807501,4,2508,75,1,0,2,2,4,0,2,No
897,2019,252406201,2,2524,62,1,10,0,2,1,10,0,No
898,2019,253307601,2,2533,76,1,2,0,2,1,2,0,No
899,2019,257427901,2,2574,279,1,0,1,2,1,0,1,No
900,2019,258500601,2,2585,6,1,9,9,2,1,9,9,No
901,2019,258905901,1,2589,59,1,1,0,2,1,1,0,No
902,2019,262201901,2,2622,19,1,2,0,2,1,2,0,No
903,2019,262501401,2,2625,14,1,0,6,2,1,0,6,No
904,2019,263301901,1,2633,19,1,0,4,1,1,0,4,Si
905,2019,263301901,2,2633,19,1,0,4,1,2,0,4,Si
906,2019,263301901,4,2633,19,1,0,4,1,3,0,4,Si
907,2019,263301901,5,2633,19,1,0,4,2,4,0,4,No
908,2019,264606801,1,2646,68,1,0,1,1,1,0,1,Si
909,2019,264606801,2,2646,68,1,0,1,1,2,0,1,Si
910,2019,264606801,3,2646,68,1,0,1,1,3,0,1,Si
911,2019,264606801,4,2646,68,1,0,1,2,4,0,1,No
912,2019,265304001,2,2653,40,1,10,0,2,1,10,0,No
913,2019,265309701,1,2653,97,1,1,0,2,1,1,0,No
914,2019,265310401,1,2653,104,1,1,8,2,1,1,8,No
915,2019,265501501,1,2655,15,1,4,0,2,1,4,0,No
916,2019,265508801,1,2655,88,1,2,1,1,1,2,1,Si
917,2019,265508801,2,2655,88,1,2,1,1,2,2,1,Si
918,2019,265508801,3,2655,88,1,1,0,2,3,1,0,No
919,2019,265904701,5,2659,47,1,0,1,2,1,0,1,No
920,2019,265908401,5,2659,84,1,0,1,2,1,0,1,No
921,2019,265914701,1,2659,147,1,2,0,2,1,2,0,No
922,2019,266002901,2,2660,29,1,0,1,2,1,0,1,No
923,2019,266301101,3,2663,11,1,1,10,2,1,1,10,No
924,2019,269611001,2,2696,110,1,4,9,2,1,4,9,No
925,2019,277002601,2,2770,26,1,2,6,2,1,2,6,No
926,2019,280904101,2,2809,41,1,0,6,2,1,0,6,No
927,2019,281907701,2,2819,77,1,10,9,1,1,10,9,Si
928,2019,281907701,5,2819,77,1,10,9,1,2,10,9,Si
929,2019,281907701,6,2819,77,1,4,9,1,3,4,9,Si
930,2019,281907701,8,2819,77,1,0,9,2,4,0,9,No
931,2019,285600701,2,2856,7,1,5,0,2,1,5,0,No
932,2019,285602001,2,2856,20,1,3,0,2,1,3,0,No
933,2019,285702101,2,2857,21,1,0,8,2,1,0,8,No
934,2019,285704601,2,2857,46,1,4,0,2,1,4,0,No
935,2019,285901401,1,2859,14,1,4,9,2,1,4,9,No
936,2019,285905401,2,2859,54,1,1,0,2,1,1,0,No
937,2019,286001601,1,2860,16,1,3,0,2,1,3,0,No
938,2019,286004201,2,2860,42,1,8,0,2,1,8,0,No
939,2019,286211001,2,2862,110,1,10,0,2,1,10,0,No
940,2019,287901501,2,2879,15,1,0,6,2,1,0,6,No
941,2019,287901901,1,2879,19,1,0,10,2,1,0,10,No
942,2019,288000101,2,2880,1,1,0,4,2,1,0,4,No
943,2019,288000201,2,2880,2,1,0,10,2,1,0,10,No
944,2019,288303801,2,2883,38,1,1,11,2,1,1,11,No
945,2019,288601601,2,2886,16,1,4,0,2,1,4,0,No
946,2019,288601901,2,2886,19,1,5,0,2,1,5,0,No
947,2019,288602301,2,2886,23,1,2,0,2,1,2,0,No
948,2019,288603001,2,2886,30,1,10,0,2,1,10,0,No
949,2019,288700101,1,2887,1,1,5,7,2,1,5,7,No
950,2019,288701101,1,2887,11,1,0,2,2,1,0,2,No
951,2019,288701201,1,2887,12,1,1,7,2,1,1,7,No
952,2019,288701501,2,2887,15,1,6,0,2,1,6,0,No
953,2019,288802501,1,2888,25,1,4,0,2,1,4,0,No
954,2019,288802601,2,2888,26,1,98,98,2,1,No sabe,No sabe,No
955,2019,289000601,1,2890,6,1,3,8,1,1,3,8,Si
956,2019,289000601,2,2890,6,1,3,8,1,2,3,8,Si
957,2019,289000601,3,2890,6,1,3,8,1,3,3,8,Si
958,2019,289000601,4,2890,6,1,3,8,2,4,3,8,No
959,2019,289006801,2,2890,68,1,2,7,2,1,2,7,No
960,2019,289007001,2,2890,70,1,4,9,2,1,4,9,No
961,2019,289007201,2,2890,72,1,0,9,2,1,0,9,No
962,2019,289100201,1,2891,2,1,19,6,2,1,19,6,No
963,2019,289100301,2,2891,3,1,0,1,2,1,0,1,No
964,2019,289100401,2,2891,4,1,2,6,2,1,2,6,No
965,2019,289101101,2,2891,11,1,19,98,2,1,19,No sabe,No
966,2019,292801401,2,2928,14,1,1,0,2,1,1,0,No
967,2019,292811201,2,2928,112,1,4,0,2,1,4,0,No
968,2019,293208801,2,2932,88,1,10,0,1,1,10,0,Si
969,2019,293208801,3,2932,88,1,10,0,2,2,10,0,No
970,2019,294106501,2,2941,65,1,3,0,2,1,3,0,No
971,2019,294210501,2,2942,105,1,0,1,2,1,0,1,No
972,2019,295007901,2,2950,79,1,2,0,2,1,2,0,No
973,2019,295008001,1,2950,80,1,3,0,2,1,3,0,No
974,2019,295008501,2,2950,85,1,1,0,2,1,1,0,No
975,2019,295102401,2,2951,24,1,2,0,2,1,2,0,No
976,2019,295109101,1,2951,91,1,16,0,1,1,16,0,Si
977,2019,295109101,2,2951,91,1,16,0,2,2,16,0,No
978,2019,295109501,2,2951,95,1,2,0,2,1,2,0,No
979,2019,295111101,2,2951,111,1,1,0,2,1,1,0,No
980,2019,295111201,2,2951,112,1,4,0,2,1,4,0,No
981,2019,295111301,2,2951,113,1,2,0,2,1,2,0,No
982,2019,295203301,1,2952,33,1,4,1,1,1,4,1,Si
983,2019,295203301,2,2952,33,1,4,3,1,2,4,3,Si
984,2019,295203301,3,2952,33,1,4,3,2,3,4,3,No
985,2019,295203401,2,2952,34,1,10,0,2,1,10,0,No
986,2019,295208201,2,2952,82,1,4,0,2,1,4,0,No
987,2019,299201301,2,2992,13,1,5,98,2,1,5,No sabe,No
988,2019,299201401,2,2992,14,1,4,6,2,1,4,6,No
989,2019,303410001,2,3034,100,1,2,0,2,1,2,0,No
990,2019,304405101,1,3044,51,1,0,6,1,1,0,6,Si
991,2019,304405101,2,3044,51,1,0,6,2,2,0,6,No
992,2019,304904601,2,3049,46,1,5,0,2,1,5,0,No
993,2019,308703001,4,3087,30,1,0,4,2,1,0,4,No
994,2019,311201901,2,3112,19,1,4,10,1,1,4,10,Si
995,2019,311201901,3,3112,19,1,4,10,1,2,4,10,Si
996,2019,311201901,4,3112,19,1,2,10,1,3,2,10,Si
997,2019,311201901,5,3112,19,1,4,10,2,4,4,10,No
998,2019,312300501,1,3123,5,1,14,0,1,1,14,0,Si
999,2019,312300501,2,3123,5,1,14,0,1,2,14,0,Si
1000,2019,312300501,3,3123,5,1,0,10,2,3,0,10,No
1001,2019,312500901,1,3125,9,1,2,10,1,1,2,10,Si
1002,2019,312500901,2,3125,9,1,2,10,2,2,2,10,No
1003,2019,312501901,1,3125,19,1,13,10,1,1,13,10,Si
1004,2019,312501901,2,3125,19,1,12,10,2,2,12,10,No
1005,2019,312508501,1,3125,85,1,2,10,2,1,2,10,No
1006,2019,313517301,2,3135,173,1,0,5,2,1,0,5,No
1007,2019,314615101,8,3146,151,1,3,6,2,1,3,6,No
1008,2019,315801701,1,3158,17,1,0,1,2,1,0,1,No
1009,2019,315802601,2,3158,26,1,0,7,2,1,0,7,No
1010,2019,316101901,2,3161,19,1,5,0,2,1,5,0,No
1011,2019,316109901,2,3161,99,1,19,0,2,1,19,0,No
1012,2019,316607501,2,3166,75,1,1,11,2,1,1,11,No
1013,2019,316613201,1,3166,132,1,8,9,2,1,8,9,No
1014,2019,316810001,2,3168,100,1,0,1,2,1,0,1,No
1015,2019,316815401,2,3168,154,1,0,6,2,1,0,6,No
1016,2019,317201901,2,3172,19,1,4,0,2,1,4,0,No
1017,2019,317213701,2,3172,137,1,0,1,2,1,0,1,No
1018,2019,317302501,2,3173,25,1,1,0,2,1,1,0,No
1019,2019,317408201,2,3174,82,1,5,10,2,1,5,10,No
1020,2019,317415301,2,3174,153,1,2,0,2,1,2,0,No
1021,2019,317607701,2,3176,77,1,4,7,2,1,4,7,No
1022,2019,317701501,2,3177,15,1,2,0,2,1,2,0,No
1023,2019,317701601,2,3177,16,1,7,0,2,1,7,0,No
1024,2019,317704401,2,3177,44,1,15,0,2,1,15,0,No
1025,2019,317706101,2,3177,61,1,3,0,2,1,3,0,No
1026,2019,317708201,2,3177,82,1,4,0,2,1,4,0,No
1027,2019,317709801,2,3177,98,1,5,8,2,1,5,8,No
1028,2019,318804601,2,3188,46,1,0,7,2,1,0,7,No
1029,2019,318807101,2,3188,71,1,7,7,2,1,7,7,No
1030,2019,319100901,2,3191,9,1,1,9,2,1,1,9,No
1031,2019,319200801,2,3192,8,1,10,9,2,1,10,9,No
1032,2019,319200901,2,3192,9,1,0,11,2,1,0,11,No
1033,2019,319204601,1,3192,46,1,3,0,1,1,3,0,Si
1034,2019,319204601,2,3192,46,1,3,0,2,2,3,0,No
1035,2019,319204801,2,3192,48,1,10,0,2,1,10,0,No
1036,2019,319208901,2,3192,89,1,5,9,2,1,5,9,No
1037,2019,319303201,2,3193,32,1,3,2,2,1,3,2,No
1038,2019,319303401,2,3193,34,1,4,2,2,1,4,2,No
1039,2019,319303501,2,3193,35,1,10,0,2,1,10,0,No
1040,2019,319304601,2,3193,46,1,3,2,2,1,3,2,No
1041,2019,319304701,2,3193,47,1,6,0,2,1,6,0,No
1042,2019,319305101,2,3193,51,1,0,1,2,1,0,1,No
1043,2019,319310601,2,3193,106,1,3,0,2,1,3,0,No
1044,2019,319310701,2,3193,107,1,2,2,2,1,2,2,No
1045,2019,319310801,4,3193,108,1,2,0,2,1,2,0,No
1046,2019,319310901,2,3193,109,1,8,2,2,1,8,2,No
1047,2019,319804401,7,3198,44,1,4,0,1,1,4,0,Si
1048,2019,319804401,8,3198,44,1,4,0,2,2,4,0,No
1049,2019,323300901,3,3233,9,1,1,0,1,1,1,0,Si
1050,2019,323300901,4,3233,9,1,1,0,1,2,1,0,Si
1051,2019,323300901,5,3233,9,1,1,0,1,3,1,0,Si
1052,2019,323300901,6,3233,9,1,1,0,1,4,1,0,Si
1053,2019,323300901,7,3233,9,1,1,0,1,5,1,0,Si
1054,2019,323300901,8,3233,9,1,1,0,2,6,1,0,No
1055,2019,324502801,1,3245,28,1,8,0,2,1,8,0,No
1056,2019,324503001,2,3245,30,1,3,0,2,1,3,0,No
1057,2019,324504101,1,3245,41,1,8,4,2,1,8,4,No
1058,2019,324504901,2,3245,49,1,0,9,2,1,0,9,No
