,PS_QALIWARMA-ID1-anho,PS_QALIWARMA-HHID-identificacion_cuestionario_del_hogar,PS_QALIWARMA-HVIDX-numero_de_orden_en_el_hogar,PS_QALIWARMA-QHCLUSTER-conglomerado,PS_QALIWARMA-QHNUMBER-vivienda_seleccionada,PS_QALIWARMA-QHHOME-hogar_seleccionado,PS_QALIWARMA-PS109_1R-recibio_desayuno_y/o_almuerzo_del_programa_nacional_de_alimentacion_escolar_qaliwarma,PS_QALIWARMA-PS109_1A-hace_cuanto_tiempo_es_beneficiario:_anhos,PS_QALIWARMA-PS109_1M-hace_cuanto_tiempo_es_beneficiario:_meses,PS_QALIWARMA-PS109_1S-alguien_mas_es_beneficiario,PS_QALIWARMA-PS7-numero_de_orden,PS_QALIWARMA-PS109_1A-hace_cuanto_tiempo_es_beneficiario:_anhos_LABEL,PS_QALIWARMA-PS109_1M-hace_cuanto_tiempo_es_beneficiario:_meses_LABEL,PS_QALIWARMA-PS109_1R-recibio_desayuno_y/o_almuerzo_del_programa_nacional_de_alimentacion_escolar_qaliwarma_LABEL,PS_QALIWARMA-PS109_1S-alguien_mas_es_beneficiario_LABEL
12034,2019,220801901,7,2208,19,1,1,5,9,2,1,5,9,Si,No
12035,2019,220803501,3,2208,35,1,1,2,9,2,1,2,9,Si,No
12036,2019,220807001,3,2208,70,1,2,0,0,1,1,0,0,No,Si
12037,2019,220807001,4,2208,70,1,2,0,0,2,2,0,0,No,No
12038,2019,220810101,4,2208,101,1,1,3,8,2,1,3,8,Si,No
12039,2019,220810601,3,2208,106,1,1,3,9,2,1,3,9,Si,No
12040,2019,220811001,5,2208,110,1,1,4,8,2,1,4,8,Si,No
12041,2019,220902401,3,2209,24,1,1,6,6,1,1,6,6,Si,Si
12042,2019,220902401,4,2209,24,1,1,3,6,2,2,3,6,Si,No
12043,2019,220904101,5,2209,41,1,1,5,6,1,1,5,6,Si,Si
12044,2019,220904101,6,2209,41,1,1,4,6,2,2,4,6,Si,No
12045,2019,220905501,3,2209,55,1,1,4,6,2,1,4,6,Si,No
12046,2019,221104201,3,2211,42,1,1,3,5,1,1,3,5,Si,Si
12047,2019,221104201,4,2211,42,1,1,2,5,2,2,2,5,Si,No
12048,2019,221104601,3,2211,46,1,1,2,5,1,1,2,5,Si,Si
12049,2019,221104601,4,2211,46,1,1,0,5,1,2,0,5,Si,Si
12050,2019,221104601,5,2211,46,1,1,5,5,2,3,5,5,Si,No
12051,2019,221105701,3,2211,57,1,1,3,5,2,1,3,5,Si,No
12052,2019,221106701,3,2211,67,1,1,4,5,2,1,4,5,Si,No
12053,2019,221201201,2,2212,12,1,1,4,9,1,1,4,9,Si,Si
12054,2019,221201201,3,2212,12,1,1,3,9,1,2,3,9,Si,Si
12055,2019,221201201,4,2212,12,1,1,2,9,1,3,2,9,Si,Si
12056,2019,221201201,5,2212,12,1,1,0,9,2,4,0,9,Si,No
12057,2019,221203001,6,2212,30,1,1,0,9,2,1,0,9,Si,No
12058,2019,221207201,3,2212,72,1,1,1,9,2,1,1,9,Si,No
12059,2019,221302701,3,2213,27,1,1,2,5,2,1,2,5,Si,No
12060,2019,221304401,5,2213,44,1,1,4,5,1,1,4,5,Si,Si
12061,2019,221304401,6,2213,44,1,1,1,5,2,2,1,5,Si,No
12062,2019,221308601,4,2213,86,1,1,3,5,2,1,3,5,Si,No
12063,2019,221310101,4,2213,101,1,1,3,5,2,1,3,5,Si,No
12064,2019,221400101,4,2214,1,1,1,1,8,1,1,1,8,Si,Si
12065,2019,221400101,7,2214,1,1,1,2,8,2,2,2,8,Si,No
12066,2019,221404201,4,2214,42,1,1,4,8,1,1,4,8,Si,Si
12067,2019,221404201,5,2214,42,1,1,5,8,1,2,5,8,Si,Si
12068,2019,221404201,6,2214,42,1,1,3,8,2,3,3,8,Si,No
12069,2019,221406501,2,2214,65,1,1,4,8,1,1,4,8,Si,Si
12070,2019,221406501,3,2214,65,1,1,4,8,2,2,4,8,Si,No
12071,2019,221408601,3,2214,86,1,1,3,8,2,1,3,8,Si,No
12072,2019,221412001,5,2214,120,1,1,0,8,2,1,0,8,Si,No
12073,2019,221507701,5,2215,77,1,1,4,5,2,1,4,5,Si,No
12074,2019,221514301,5,2215,143,1,1,3,5,2,1,3,5,Si,No
12075,2019,221514901,4,2215,149,1,1,6,5,1,1,6,5,Si,Si
12076,2019,221514901,5,2215,149,1,1,1,5,2,2,1,5,Si,No
12077,2019,221515001,3,2215,150,1,1,1,5,2,1,1,5,Si,No
12078,2019,221604901,3,2216,49,1,1,6,8,2,1,6,8,Si,No
12079,2019,221609301,5,2216,93,1,1,4,7,2,1,4,7,Si,No
12080,2019,221610001,3,2216,100,1,1,4,8,1,1,4,8,Si,Si
12081,2019,221610001,4,2216,100,1,1,2,8,2,2,2,8,Si,No
12082,2019,221610301,5,2216,103,1,1,3,8,2,1,3,8,Si,No
12083,2019,221701101,3,2217,11,1,1,3,9,2,1,3,9,Si,No
12084,2019,221704601,3,2217,46,1,1,3,9,2,1,3,9,Si,No
12085,2019,221710301,3,2217,103,1,1,3,9,2,1,3,9,Si,No
12086,2019,221710501,3,2217,105,1,1,2,9,1,1,2,9,Si,Si
12087,2019,221710501,4,2217,105,1,1,0,9,1,2,0,9,Si,Si
12088,2019,221710501,5,2217,105,1,1,2,9,2,3,2,9,Si,No
12089,2019,221713201,4,2217,132,1,1,4,9,1,1,4,9,Si,Si
12090,2019,221713201,5,2217,132,1,1,2,9,2,2,2,9,Si,No
12091,2019,221800701,4,2218,7,1,1,3,7,1,1,3,7,Si,Si
12092,2019,221800701,5,2218,7,1,1,3,7,2,2,3,7,Si,No
12093,2019,221803301,4,2218,33,1,1,1,7,1,1,1,7,Si,Si
12094,2019,221803301,5,2218,33,1,1,0,7,2,2,0,7,Si,No
12095,2019,221807901,4,2218,79,1,1,5,7,2,1,5,7,Si,No
12096,2019,221809502,4,2218,95,2,1,3,7,2,1,3,7,Si,No
12097,2019,221902701,2,2219,27,1,1,6,4,2,1,6,4,Si,No
12098,2019,221907801,3,2219,78,1,1,0,4,2,1,0,4,Si,No
12099,2019,221909001,4,2219,90,1,1,1,4,2,1,1,4,Si,No
12100,2019,222007901,2,2220,79,1,1,0,8,2,1,0,8,Si,No
12101,2019,222008301,5,2220,83,1,1,5,8,1,1,5,8,Si,Si
12102,2019,222008301,6,2220,83,1,1,1,8,2,2,1,8,Si,No
12103,2019,222010501,4,2220,105,1,1,2,8,1,1,2,8,Si,Si
12104,2019,222010501,5,2220,105,1,1,0,8,1,2,0,8,Si,Si
12105,2019,222010501,8,2220,105,1,1,4,8,2,3,4,8,Si,No
12106,2019,222102401,4,2221,24,1,1,0,7,2,1,0,7,Si,No
12107,2019,222107601,6,2221,76,1,1,0,7,2,1,0,7,Si,No
12108,2019,222203801,3,2222,38,1,1,5,7,1,1,5,7,Si,Si
12109,2019,222203801,4,2222,38,1,1,0,7,2,2,0,7,Si,No
12110,2019,222203901,4,2222,39,1,1,5,7,2,1,5,7,Si,No
12111,2019,222209101,6,2222,91,1,1,0,7,1,1,0,7,Si,Si
12112,2019,222209101,7,2222,91,1,1,1,7,1,2,1,7,Si,Si
12113,2019,222209101,8,2222,91,1,1,1,7,2,3,1,7,Si,No
12114,2019,222211001,2,2222,110,1,1,4,7,1,1,4,7,Si,Si
12115,2019,222211001,3,2222,110,1,1,0,7,2,2,0,7,Si,No
12116,2019,222300601,3,2223,6,1,1,3,7,1,1,3,7,Si,Si
12117,2019,222300601,4,2223,6,1,1,1,7,2,2,1,7,Si,No
12118,2019,222302101,2,2223,21,1,1,4,7,2,1,4,7,Si,No
12119,2019,222312201,4,2223,122,1,1,3,7,2,1,3,7,Si,No
12120,2019,222313501,4,2223,135,1,1,3,5,1,1,3,5,Si,Si
12121,2019,222313501,5,2223,135,1,1,2,7,2,2,2,7,Si,No
12122,2019,222402601,6,2224,26,1,1,5,7,2,1,5,7,Si,No
12123,2019,222404201,4,2224,42,1,1,2,5,2,1,2,5,Si,No
12124,2019,222410801,4,2224,108,1,1,0,6,2,1,0,6,Si,No
12125,2019,222411901,4,2224,119,1,1,6,7,1,1,6,7,Si,Si
12126,2019,222411901,6,2224,119,1,1,5,7,2,2,5,7,Si,No
12127,2019,222412201,3,2224,122,1,1,4,7,1,1,4,7,Si,Si
12128,2019,222412201,4,2224,122,1,1,0,7,2,2,0,7,Si,No
12129,2019,222501101,4,2225,11,1,1,2,4,1,1,2,4,Si,Si
12130,2019,222501101,7,2225,11,1,1,3,4,1,2,3,4,Si,Si
12131,2019,222501101,8,2225,11,1,1,1,4,2,3,1,4,Si,No
12132,2019,222503601,3,2225,36,1,1,5,4,1,1,5,4,Si,Si
12133,2019,222503601,4,2225,36,1,1,2,4,2,2,2,4,Si,No
12134,2019,222507701,4,2225,77,1,1,5,4,1,1,5,4,Si,Si
12135,2019,222507701,5,2225,77,1,1,3,4,2,2,3,4,Si,No
12136,2019,222509701,3,2225,97,1,1,6,4,1,1,6,4,Si,Si
12137,2019,222509701,4,2225,97,1,1,6,4,1,2,6,4,Si,Si
12138,2019,222509701,5,2225,97,1,1,4,4,2,3,4,4,Si,No
12139,2019,222601501,4,2226,15,1,1,5,6,1,1,5,6,Si,Si
12140,2019,222601501,5,2226,15,1,1,2,6,2,2,2,6,Si,No
12141,2019,222604401,6,2226,44,1,1,3,6,2,1,3,6,Si,No
12142,2019,222609701,5,2226,97,1,1,6,6,1,1,6,6,Si,Si
12143,2019,222609701,6,2226,97,1,1,5,6,1,2,5,6,Si,Si
12144,2019,222609701,7,2226,97,1,1,5,6,1,3,5,6,Si,Si
12145,2019,222609701,8,2226,97,1,1,2,6,2,4,2,6,Si,No
12146,2019,222611001,3,2226,110,1,1,5,6,1,1,5,6,Si,Si
12147,2019,222611001,4,2226,110,1,1,1,6,2,2,1,6,Si,No
12148,2019,222612601,6,2226,126,1,1,0,6,2,1,0,6,Si,No
12149,2019,222613401,5,2226,134,1,1,0,6,2,1,0,6,Si,No
12150,2019,222701401,7,2227,14,1,1,3,9,2,1,3,9,Si,No
12151,2019,222701801,6,2227,18,1,1,1,9,1,1,1,9,Si,Si
12152,2019,222701801,8,2227,18,1,1,1,9,2,2,1,9,Si,No
12153,2019,222704401,6,2227,44,1,1,4,9,1,1,4,9,Si,Si
12154,2019,222704401,8,2227,44,1,1,2,9,2,2,2,9,Si,No
12155,2019,222705801,6,2227,58,1,1,3,9,1,1,3,9,Si,Si
12156,2019,222705801,7,2227,58,1,1,2,9,2,2,2,9,Si,No
12157,2019,222803601,3,2228,36,1,1,4,8,1,1,4,8,Si,Si
12158,2019,222803601,4,2228,36,1,1,1,8,2,2,1,8,Si,No
12159,2019,222804201,3,2228,42,1,1,6,7,1,1,6,7,Si,Si
12160,2019,222804201,4,2228,42,1,1,5,7,2,2,5,7,Si,No
12161,2019,222902901,2,2229,29,1,1,3,4,1,1,3,4,Si,Si
12162,2019,222902901,3,2229,29,1,1,3,4,1,2,3,4,Si,Si
12163,2019,222902901,4,2229,29,1,1,1,4,2,3,1,4,Si,No
12164,2019,222904301,2,2229,43,1,1,98,98,2,1,No sabe,No sabe,Si,No
12165,2019,222912701,3,2229,127,1,1,0,4,2,1,0,4,Si,No
12166,2019,223002001,3,2230,20,1,1,1,5,1,1,1,5,Si,Si
12167,2019,223002001,6,2230,20,1,1,1,5,1,2,1,5,Si,Si
12168,2019,223002001,7,2230,20,1,1,1,5,2,3,1,5,Si,No
12169,2019,223007201,5,2230,72,1,1,6,4,1,1,6,4,Si,Si
12170,2019,223007201,6,2230,72,1,1,2,4,2,2,2,4,Si,No
12171,2019,223008801,4,2230,88,1,1,3,4,2,1,3,4,Si,No
12172,2019,223013201,4,2230,132,1,1,5,4,2,1,5,4,Si,No
12173,2019,223101501,3,2231,15,1,1,4,5,2,1,4,5,Si,No
12174,2019,223102401,3,2231,24,1,1,0,5,1,1,0,5,Si,Si
12175,2019,223102401,6,2231,24,1,1,4,5,2,2,4,5,Si,No
12176,2019,223107301,2,2231,73,1,1,3,5,2,1,3,5,Si,No
12177,2019,223107901,4,2231,79,1,1,1,5,2,1,1,5,Si,No
12178,2019,223111001,3,2231,110,1,1,1,5,2,1,1,5,Si,No
12179,2019,223113401,3,2231,134,1,1,6,5,1,1,6,5,Si,Si
12180,2019,223113401,4,2231,134,1,1,1,5,2,2,1,5,Si,No
12181,2019,223200901,3,2232,9,1,1,4,2,1,1,4,2,Si,Si
12182,2019,223200901,4,2232,9,1,1,0,4,2,2,0,4,Si,No
12183,2019,223201701,5,2232,17,1,1,3,7,2,1,3,7,Si,No
12184,2019,223202501,5,2232,25,1,1,3,6,2,1,3,6,Si,No
12185,2019,223212602,3,2232,126,2,1,6,7,2,1,6,7,Si,No
12186,2019,223213601,4,2232,136,1,1,1,7,2,1,1,7,Si,No
12187,2019,223304201,3,2233,42,1,1,2,9,2,1,2,9,Si,No
12188,2019,223308701,4,2233,87,1,1,2,9,1,1,2,9,Si,Si
12189,2019,223308701,5,2233,87,1,1,2,9,2,2,2,9,Si,No
12190,2019,223310101,3,2233,101,1,1,2,9,2,1,2,9,Si,No
12191,2019,223311601,3,2233,116,1,1,1,10,1,1,1,10,Si,Si
12192,2019,223311601,5,2233,116,1,1,1,10,2,2,1,10,Si,No
12193,2019,223312101,4,2233,121,1,1,3,9,2,1,3,9,Si,No
12194,2019,223313801,3,2233,138,1,1,5,9,1,1,5,9,Si,Si
12195,2019,223313801,6,2233,138,1,1,2,9,2,2,2,9,Si,No
12196,2019,223401401,4,2234,14,1,1,4,4,2,1,4,4,Si,No
12197,2019,223402601,4,2234,26,1,1,1,4,2,1,1,4,Si,No
12198,2019,223404001,3,2234,40,1,1,3,4,1,1,3,4,Si,Si
12199,2019,223404001,4,2234,40,1,1,2,4,2,2,2,4,Si,No
12200,2019,223404701,2,2234,47,1,1,5,4,1,1,5,4,Si,Si
12201,2019,223404701,3,2234,47,1,1,3,4,2,2,3,4,Si,No
12202,2019,223405901,6,2234,59,1,1,1,4,2,1,1,4,Si,No
12203,2019,223410301,4,2234,103,1,1,3,4,2,1,3,4,Si,No
12204,2019,223410302,2,2234,103,2,1,3,4,2,1,3,4,Si,No
12205,2019,223500201,3,2235,2,1,1,2,5,2,1,2,5,Si,No
12206,2019,223508301,3,2235,83,1,1,0,5,2,1,0,5,Si,No
12207,2019,223511101,8,2235,111,1,1,1,5,2,1,1,5,Si,No
12208,2019,223512701,2,2235,127,1,1,0,5,1,1,0,5,Si,Si
12209,2019,223512701,3,2235,127,1,1,0,5,2,2,0,5,Si,No
12210,2019,223606401,3,2236,64,1,1,3,9,2,1,3,9,Si,No
12211,2019,223607401,6,2236,74,1,1,0,9,2,1,0,9,Si,No
12212,2019,223614401,3,2236,144,1,1,3,9,1,1,3,9,Si,Si
12213,2019,223614401,4,2236,144,1,1,1,9,2,2,1,9,Si,No
12214,2019,223702201,3,2237,22,1,1,0,6,1,1,0,6,Si,Si
12215,2019,223702201,4,2237,22,1,1,0,6,2,2,0,6,Si,No
12216,2019,223704001,4,2237,40,1,1,0,3,2,1,0,3,Si,No
12217,2019,223707001,3,2237,70,1,1,4,6,1,1,4,6,Si,Si
12218,2019,223707001,4,2237,70,1,1,2,6,2,2,2,6,Si,No
12219,2019,223707801,5,2237,78,1,1,4,6,1,1,4,6,Si,Si
12220,2019,223707801,6,2237,78,1,1,2,6,2,2,2,6,Si,No
12221,2019,223801101,4,2238,11,1,1,5,6,2,1,5,6,Si,No
12222,2019,223801701,5,2238,17,1,1,5,6,1,1,5,6,Si,Si
12223,2019,223801701,6,2238,17,1,1,4,6,1,2,4,6,Si,Si
12224,2019,223801701,7,2238,17,1,1,3,6,2,3,3,6,Si,No
12225,2019,223808901,6,2238,89,1,1,4,6,2,1,4,6,Si,No
12226,2019,223812501,6,2238,125,1,1,3,6,1,1,3,6,Si,Si
12227,2019,223812501,8,2238,125,1,1,4,6,1,2,4,6,Si,Si
12228,2019,223812501,9,2238,125,1,1,3,6,2,3,3,6,Si,No
12229,2019,223813201,3,2238,132,1,1,2,6,2,1,2,6,Si,No
12230,2019,223900201,2,2239,2,1,1,3,5,1,1,3,5,Si,Si
12231,2019,223900201,3,2239,2,1,1,1,5,2,2,1,5,Si,No
12232,2019,223902801,4,2239,28,1,1,3,5,1,1,3,5,Si,Si
12233,2019,223902801,5,2239,28,1,1,2,5,2,2,2,5,Si,No
12234,2019,223904101,4,2239,41,1,1,2,4,2,1,2,4,Si,No
12235,2019,223910801,3,2239,108,1,1,1,4,2,1,1,4,Si,No
12236,2019,224000101,4,2240,1,1,1,2,6,2,1,2,6,Si,No
12237,2019,224003401,3,2240,34,1,1,6,6,2,1,6,6,Si,No
12238,2019,224006801,4,2240,68,1,1,0,6,1,1,0,6,Si,Si
12239,2019,224006801,5,2240,68,1,1,0,6,2,2,0,6,Si,No
12240,2019,224007401,3,2240,74,1,1,1,6,2,1,1,6,Si,No
12241,2019,224008401,3,2240,84,1,1,1,6,2,1,1,6,Si,No
12242,2019,224010701,4,2240,107,1,1,3,6,2,1,3,6,Si,No
12243,2019,224011701,4,2240,117,1,1,5,6,2,1,5,6,Si,No
12244,2019,224104001,2,2241,40,1,1,4,7,1,1,4,7,Si,Si
12245,2019,224104001,3,2241,40,1,1,3,7,1,2,3,7,Si,Si
12246,2019,224104001,4,2241,40,1,1,0,7,2,3,0,7,Si,No
12247,2019,224106401,4,2241,64,1,1,0,7,2,1,0,7,Si,No
12248,2019,224107701,3,2241,77,1,1,5,6,2,1,5,6,Si,No
12249,2019,224110801,5,2241,108,1,1,4,7,1,1,4,7,Si,Si
12250,2019,224110801,6,2241,108,1,1,3,7,1,2,3,7,Si,Si
12251,2019,224110801,8,2241,108,1,1,1,7,2,3,1,7,Si,No
12252,2019,224112001,3,2241,120,1,1,1,7,2,1,1,7,Si,No
12253,2019,224200701,3,2242,7,1,1,2,9,2,1,2,9,Si,No
12254,2019,224201401,4,2242,14,1,2,0,0,2,1,0,0,No,No
12255,2019,224202901,4,2242,29,1,1,3,9,2,1,3,9,Si,No
12256,2019,224203001,5,2242,30,1,1,2,10,1,1,2,10,Si,Si
12257,2019,224203001,6,2242,30,1,1,1,10,2,2,1,10,Si,No
12258,2019,224206001,3,2242,60,1,1,1,9,2,1,1,9,Si,No
12259,2019,224206801,3,2242,68,1,1,5,10,1,1,5,10,Si,Si
12260,2019,224206801,4,2242,68,1,1,2,10,2,2,2,10,Si,No
12261,2019,224302301,3,2243,23,1,1,3,8,2,1,3,8,Si,No
12262,2019,224303001,5,2243,30,1,1,0,8,2,1,0,8,Si,No
12263,2019,224304101,4,2243,41,1,1,2,8,2,1,2,8,Si,No
12264,2019,224305901,2,2243,59,1,2,0,0,2,1,0,0,No,No
12265,2019,224306101,3,2243,61,1,1,0,8,2,1,0,8,Si,No
12266,2019,224400501,3,2244,5,1,1,0,8,2,1,0,8,Si,No
12267,2019,224401001,3,2244,10,1,1,3,9,2,1,3,9,Si,No
12268,2019,224401701,2,2244,17,1,1,3,9,1,1,3,9,Si,Si
12269,2019,224401701,5,2244,17,1,1,1,7,2,2,1,7,Si,No
12270,2019,224403201,2,2244,32,1,1,5,9,1,1,5,9,Si,Si
12271,2019,224403201,3,2244,32,1,1,5,9,2,2,5,9,Si,No
12272,2019,224403801,4,2244,38,1,1,1,9,2,1,1,9,Si,No
12273,2019,224404301,3,2244,43,1,1,6,9,2,1,6,9,Si,No
12274,2019,224405701,3,2244,57,1,1,3,9,1,1,3,9,Si,Si
12275,2019,224405701,4,2244,57,1,1,2,9,2,2,2,9,Si,No
12276,2019,224502301,3,2245,23,1,1,2,9,1,1,2,9,Si,Si
12277,2019,224502301,5,2245,23,1,1,4,8,1,2,4,8,Si,Si
12278,2019,224502301,6,2245,23,1,1,5,9,2,3,5,9,Si,No
12279,2019,224502601,3,2245,26,1,1,1,9,1,1,1,9,Si,Si
12280,2019,224502601,4,2245,26,1,1,1,9,1,2,1,9,Si,Si
12281,2019,224502601,5,2245,26,1,1,0,9,2,3,0,9,Si,No
12282,2019,224503201,3,2245,32,1,1,3,9,1,1,3,9,Si,Si
12283,2019,224503201,4,2245,32,1,1,0,9,2,2,0,9,Si,No
12284,2019,224505101,3,2245,51,1,1,5,9,1,1,5,9,Si,Si
12285,2019,224505101,4,2245,51,1,1,5,9,1,2,5,9,Si,Si
12286,2019,224505101,5,2245,51,1,1,3,9,2,3,3,9,Si,No
12287,2019,224506601,3,2245,66,1,1,0,9,2,1,0,9,Si,No
12288,2019,224603301,4,2246,33,1,1,3,5,1,1,3,5,Si,Si
12289,2019,224603301,5,2246,33,1,1,4,5,1,2,4,5,Si,Si
12290,2019,224603301,6,2246,33,1,1,0,5,2,3,0,5,Si,No
12291,2019,224604101,5,2246,41,1,1,5,5,1,1,5,5,Si,Si
12292,2019,224604101,6,2246,41,1,1,2,5,2,2,2,5,Si,No
12293,2019,224606501,2,2246,65,1,1,6,5,1,1,6,5,Si,Si
12294,2019,224606501,3,2246,65,1,1,5,5,1,2,5,5,Si,Si
12295,2019,224606501,4,2246,65,1,1,2,5,1,3,2,5,Si,Si
12296,2019,224606501,5,2246,65,1,1,0,5,2,4,0,5,Si,No
12297,2019,224611901,6,2246,119,1,1,5,5,1,1,5,5,Si,Si
12298,2019,224611901,7,2246,119,1,1,4,5,1,2,4,5,Si,Si
12299,2019,224611901,12,2246,119,1,1,4,5,2,3,4,5,Si,No
12300,2019,224700501,5,2247,5,1,1,0,4,2,1,0,4,Si,No
12301,2019,224701701,5,2247,17,1,1,3,5,2,1,3,5,Si,No
12302,2019,224705901,3,2247,59,1,1,2,5,2,1,2,5,Si,No
12303,2019,224902701,6,2249,27,1,1,5,7,2,1,5,7,Si,No
12304,2019,224903501,4,2249,35,1,1,4,7,1,1,4,7,Si,Si
12305,2019,224903501,7,2249,35,1,1,3,7,1,2,3,7,Si,Si
12306,2019,224903501,8,2249,35,1,1,1,7,2,3,1,7,Si,No
12307,2019,224903801,3,2249,38,1,1,2,6,1,1,2,6,Si,Si
12308,2019,224903801,5,2249,38,1,1,5,7,2,2,5,7,Si,No
12309,2019,224905001,2,2249,50,1,1,3,5,2,1,3,5,Si,No
12310,2019,225002601,4,2250,26,1,1,5,5,2,1,5,5,Si,No
12311,2019,225002701,4,2250,27,1,1,3,5,2,1,3,5,Si,No
12312,2019,225002901,3,2250,29,1,1,6,5,1,1,6,5,Si,Si
12313,2019,225002901,4,2250,29,1,1,5,5,1,2,5,5,Si,Si
12314,2019,225002901,5,2250,29,1,1,2,5,2,3,2,5,Si,No
12315,2019,225003001,3,2250,30,1,1,5,5,1,1,5,5,Si,Si
12316,2019,225003001,4,2250,30,1,1,2,5,2,2,2,5,Si,No
12317,2019,225005901,3,2250,59,1,1,2,5,1,1,2,5,Si,Si
12318,2019,225005901,5,2250,59,1,1,0,5,2,2,0,5,Si,No
12319,2019,225006501,4,2250,65,1,1,3,5,2,1,3,5,Si,No
12320,2019,225110201,3,2251,102,1,1,3,8,1,1,3,8,Si,Si
12321,2019,225110201,4,2251,102,1,1,2,8,2,2,2,8,Si,No
12322,2019,225110301,3,2251,103,1,1,1,8,2,1,1,8,Si,No
12323,2019,225110501,3,2251,105,1,1,3,8,1,1,3,8,Si,Si
12324,2019,225110501,4,2251,105,1,1,3,8,1,2,3,8,Si,Si
12325,2019,225110501,5,2251,105,1,1,0,8,2,3,0,8,Si,No
12326,2019,225110601,3,2251,106,1,1,3,8,2,1,3,8,Si,No
12327,2019,225112701,3,2251,127,1,1,0,8,1,1,0,8,Si,Si
12328,2019,225112701,4,2251,127,1,1,0,8,2,2,0,8,Si,No
12329,2019,225112801,3,2251,128,1,1,4,8,1,1,4,8,Si,Si
12330,2019,225112801,4,2251,128,1,1,4,8,2,2,4,8,Si,No
12331,2019,225112901,2,2251,129,1,1,1,8,2,1,1,8,Si,No
12332,2019,225114001,5,2251,140,1,1,2,8,1,1,2,8,Si,Si
12333,2019,225114001,6,2251,140,1,1,3,8,2,2,3,8,Si,No
12334,2019,225114101,3,2251,141,1,1,0,8,1,1,0,8,Si,Si
12335,2019,225114101,5,2251,141,1,1,4,8,1,2,4,8,Si,Si
12336,2019,225114101,6,2251,141,1,1,4,8,2,3,4,8,Si,No
12337,2019,225209701,6,2252,97,1,1,6,7,1,1,6,7,Si,Si
12338,2019,225209701,7,2252,97,1,1,5,7,2,2,5,7,Si,No
12339,2019,225210601,3,2252,106,1,1,6,7,1,1,6,7,Si,Si
12340,2019,225210601,4,2252,106,1,1,5,7,1,2,5,7,Si,Si
12341,2019,225210601,5,2252,106,1,1,5,7,1,3,5,7,Si,Si
12342,2019,225210601,6,2252,106,1,1,3,7,1,4,3,7,Si,Si
12343,2019,225210601,7,2252,106,1,1,1,7,2,5,1,7,Si,No
12344,2019,225210701,4,2252,107,1,1,4,7,2,1,4,7,Si,No
12345,2019,225210801,3,2252,108,1,1,5,7,1,1,5,7,Si,Si
12346,2019,225210801,4,2252,108,1,1,2,7,2,2,2,7,Si,No
12347,2019,225211001,3,2252,110,1,1,6,7,2,1,6,7,Si,No
12348,2019,225211101,3,2252,111,1,1,0,7,2,1,0,7,Si,No
12349,2019,225214201,6,2252,142,1,1,4,7,2,1,4,7,Si,No
12350,2019,225214301,5,2252,143,1,1,5,7,1,1,5,7,Si,Si
12351,2019,225214301,6,2252,143,1,1,4,7,2,2,4,7,Si,No
12352,2019,225300601,4,2253,6,1,1,5,6,1,1,5,6,Si,Si
12353,2019,225300601,5,2253,6,1,1,4,6,1,2,4,6,Si,Si
12354,2019,225300601,6,2253,6,1,1,2,6,2,3,2,6,Si,No
12355,2019,225301001,4,2253,10,1,1,5,6,2,1,5,6,Si,No
12356,2019,225313101,3,2253,131,1,1,3,6,2,1,3,6,Si,No
12357,2019,225313701,3,2253,137,1,1,4,6,1,1,4,6,Si,Si
12358,2019,225313701,4,2253,137,1,1,2,6,2,2,2,6,Si,No
12359,2019,225313901,10,2253,139,1,1,2,6,2,1,2,6,Si,No
12360,2019,225403101,5,2254,31,1,1,3,4,2,1,3,4,Si,No
12361,2019,225403201,4,2254,32,1,1,4,4,2,1,4,4,Si,No
12362,2019,225403401,3,2254,34,1,1,4,4,1,1,4,4,Si,Si
12363,2019,225403401,4,2254,34,1,1,1,4,2,2,1,4,Si,No
12364,2019,225406501,2,2254,65,1,1,3,4,2,1,3,4,Si,No
12365,2019,225406601,3,2254,66,1,1,4,4,1,1,4,4,Si,Si
12366,2019,225406601,4,2254,66,1,1,3,4,1,2,3,4,Si,Si
12367,2019,225406601,5,2254,66,1,1,2,4,2,3,2,4,Si,No
12368,2019,225406701,3,2254,67,1,1,0,4,2,1,0,4,Si,No
12369,2019,225406801,3,2254,68,1,1,0,4,2,1,0,4,Si,No
12370,2019,225412901,3,2254,129,1,1,6,4,1,1,6,4,Si,Si
12371,2019,225412901,4,2254,129,1,1,6,4,1,2,6,4,Si,Si
12372,2019,225412901,5,2254,129,1,1,4,4,2,3,4,4,Si,No
12373,2019,225510101,3,2255,101,1,1,0,4,1,1,0,4,Si,Si
12374,2019,225510101,4,2255,101,1,1,0,4,1,2,0,4,Si,Si
12375,2019,225510101,5,2255,101,1,2,0,0,2,3,0,0,No,No
12376,2019,225510601,3,2255,106,1,1,0,4,2,1,0,4,Si,No
12377,2019,225514301,2,2255,143,1,1,2,4,2,1,2,4,Si,No
12378,2019,225600301,5,2256,3,1,1,0,8,2,1,0,8,Si,No
12379,2019,225705101,5,2257,51,1,1,2,9,2,1,2,9,Si,No
12380,2019,225717601,3,2257,176,1,1,4,9,1,1,4,9,Si,Si
12381,2019,225717601,4,2257,176,1,1,3,9,2,2,3,9,Si,No
12382,2019,225901201,2,2259,12,1,1,2,6,2,1,2,6,Si,No
